% 1. Title: 
% 
% 2. Sources:
%      (a) Creator: A. P. B. Grezzana
%      (b) Donor: 
%      (c) Date: June, 2021
% 
% 3. Past Usage:
% 
% 4. Relevant Information:
% 
% 5. Number of Instances: 150 (50 in each of three classes)
% 
% 6. Number of Attributes: 19 attributes and 2 classes.
% 
% 7. Attribute Information:
%    1. 14 Haralick features
%    2. 5 NGTDM features
%    3. class: 
%       -- 0
%       -- 1
% 
% 8. Missing Attribute Values: None
% 
% Summary Statistics:
% 
% 9. Class Distribution: 

@RELATION iris

@ATTRIBUTE haralickEnergy	REAL
@ATTRIBUTE haralickContrast	REAL
@ATTRIBUTE haralickCorrelation	REAL
@ATTRIBUTE haralickVariance	REAL
@ATTRIBUTE haralickHomogeneity	REAL
@ATTRIBUTE haralickSumAverage	REAL
@ATTRIBUTE haralickSumVariance	REAL
@ATTRIBUTE haralickSumEntropy	REAL
@ATTRIBUTE haralickEntropy	REAL
@ATTRIBUTE haralickDifVariance	REAL
@ATTRIBUTE haralickDifEntropy	REAL
@ATTRIBUTE haralickIMC1	REAL
@ATTRIBUTE haralickIMC2	REAL
@ATTRIBUTE haralickMCC	REAL
@ATTRIBUTE ngtdmCoarsness 	REAL
@ATTRIBUTE ngtdmContrast 	REAL
@ATTRIBUTE ngtdmBusyness 	REAL
@ATTRIBUTE ngtdmComplexity 	REAL
@ATTRIBUTE ngtdmTextureStrength 	REAL
@ATTRIBUTE class 	{0,1}

@DATA
6.839424e-04,3.722348e+04,1.849359e-02,9.367838e+04,1.643048e-04,5.431369e+02,3.265249e+05,6.469527e+00,1.123386e+01,3.722286e+04,5.115048e+00,-4.958363e-01,9.996986e-01,9.985522e-01,1.303205e+02,8.164075e-02,1.983628e-07,2.401868e+04,3.113126e+06,0
1.474793e-04,3.724932e+04,2.718900e-02,7.751948e+04,1.957594e-04,4.959352e+02,2.789213e+05,6.409967e+00,1.333295e+01,3.724869e+04,5.300932e+00,-2.703672e-01,9.922532e-01,9.863001e-01,4.248954e+01,4.180118e-01,9.147558e-07,9.824208e+04,1.037970e+06,0
4.256318e-04,3.771017e+04,2.932220e-03,1.129317e+05,3.082506e-04,5.941722e+02,3.831535e+05,6.009024e+00,1.188986e+01,3.770954e+04,5.102424e+00,-2.062882e-01,9.670939e-01,1.000000e+00,2.760795e+01,1.200578e-01,6.052299e-07,1.042762e+05,1.149906e+06,0
1.396871e-04,3.723971e+04,1.760515e-02,9.379469e+04,1.860667e-04,5.435244e+02,3.268408e+05,6.513399e+00,1.342918e+01,3.723908e+04,5.320145e+00,-2.403765e-01,9.871949e-01,9.707490e-01,4.558875e+01,5.149562e-01,6.897879e-07,1.062010e+05,1.136972e+06,0
6.206196e-05,3.772438e+04,6.412703e-02,9.375410e+04,6.473405e-04,5.382623e+02,3.253845e+05,6.684978e+00,1.449839e+01,3.772376e+04,5.743090e+00,-2.818424e-01,9.957044e-01,9.880810e-01,4.321483e+01,5.908634e-01,9.082725e-07,1.162084e+05,9.609079e+05,0
1.114070e-04,3.741973e+04,3.272945e-02,9.658926e+04,2.170976e-04,5.495363e+02,3.346239e+05,6.546098e+00,1.375920e+01,3.741911e+04,5.483745e+00,-2.835841e-01,9.946919e-01,9.815222e-01,4.670715e+01,3.896577e-01,6.214562e-07,9.543279e+04,1.034916e+06,0
9.491191e-05,3.743650e+04,4.297918e-02,9.125292e+04,2.375828e-04,5.338690e+02,3.188024e+05,6.551533e+00,1.392850e+01,3.743587e+04,5.437997e+00,-2.833199e-01,9.949638e-01,9.829499e-01,4.793185e+01,5.242972e-01,7.438192e-07,1.044811e+05,1.074469e+06,0
2.359308e-04,3.871835e+04,8.694466e-03,1.323330e+05,3.020447e-03,6.385490e+02,4.372094e+05,6.440149e+00,1.264707e+01,3.871772e+04,5.496170e+00,-2.741229e-01,9.909754e-01,1.000000e+00,3.539787e+01,1.485457e-01,4.504983e-07,1.243359e+05,1.664038e+06,0
8.252249e-05,3.767560e+04,5.377423e-02,9.675602e+04,4.364577e-04,5.468324e+02,3.336496e+05,6.585695e+00,1.408755e+01,3.767498e+04,5.694268e+00,-2.873386e-01,9.955771e-01,9.893285e-01,4.403633e+01,5.035719e-01,8.472694e-07,1.080691e+05,9.880291e+05,0
1.116753e-04,3.794515e+04,9.019015e-02,8.111440e+04,4.504394e-04,4.981698e+02,2.870501e+05,6.629356e+00,1.394726e+01,3.794452e+04,5.579625e+00,-3.135366e-01,9.972085e-01,9.934619e-01,4.651327e+01,5.820997e-01,1.147310e-06,1.035431e+05,1.230209e+06,0
1.131293e-04,3.723254e+04,2.701589e-02,8.380192e+04,1.808239e-04,5.144498e+02,2.972390e+05,6.565169e+00,1.358348e+01,3.723191e+04,5.249780e+00,-2.748665e-01,9.934045e-01,9.807784e-01,4.128470e+01,3.731704e-01,1.073095e-06,9.776888e+04,9.276687e+05,0
1.199294e-04,3.753340e+04,3.751146e-02,9.879664e+04,2.632272e-04,5.548866e+02,3.408094e+05,6.649283e+00,1.358249e+01,3.753277e+04,5.564033e+00,-3.344052e-01,9.978667e-01,9.886518e-01,5.282452e+01,2.947436e-01,5.290996e-07,9.149926e+04,1.239200e+06,0
1.359826e-04,3.734886e+04,3.374067e-02,7.727563e+04,2.405859e-04,4.938453e+02,2.774488e+05,6.465582e+00,1.350262e+01,3.734824e+04,5.440473e+00,-2.890067e-01,9.947797e-01,1.000000e+00,4.407356e+01,3.871863e-01,9.525697e-07,1.001552e+05,1.025592e+06,0
9.063251e-05,3.765323e+04,6.799349e-02,8.395523e+04,2.771518e-04,5.099427e+02,2.964105e+05,6.681667e+00,1.391648e+01,3.765261e+04,5.568715e+00,-3.443070e-01,9.984725e-01,9.946708e-01,5.693422e+01,4.122526e-01,8.264039e-07,8.755395e+04,1.262582e+06,0
8.565607e-05,3.807429e+04,8.089418e-02,1.018330e+05,7.959300e-04,5.580210e+02,3.485013e+05,6.677901e+00,1.428989e+01,3.807366e+04,5.789305e+00,-3.122487e-01,9.974778e-01,9.901347e-01,4.884318e+01,5.911205e-01,5.849902e-07,1.067559e+05,1.201730e+06,0
1.380758e-04,3.726780e+04,2.378986e-02,9.051692e+04,2.543051e-04,5.339811e+02,3.172718e+05,6.493325e+00,1.352723e+01,3.726717e+04,5.293852e+00,-2.449312e-01,9.884989e-01,9.687573e-01,3.945989e+01,3.770024e-01,7.720443e-07,1.133236e+05,9.287887e+05,0
8.478064e-05,3.741050e+04,4.123701e-02,7.881828e+04,2.212590e-04,4.980708e+02,2.821475e+05,6.586630e+00,1.402442e+01,3.740987e+04,5.463007e+00,-2.778509e-01,9.945869e-01,9.843812e-01,4.306023e+01,4.865515e-01,1.094189e-06,1.105809e+05,9.878644e+05,0
9.480022e-05,3.778599e+04,4.385737e-02,1.058916e+05,6.154034e-04,5.725348e+02,3.611553e+05,6.548442e+00,1.393112e+01,3.778536e+04,5.732015e+00,-2.897647e-01,9.955499e-01,9.864358e-01,4.471801e+01,4.337768e-01,5.703560e-07,1.131662e+05,1.159420e+06,0
8.814334e-05,3.766696e+04,5.265431e-02,1.003760e+05,3.980470e-04,5.574637e+02,3.450441e+05,6.608588e+00,1.393040e+01,3.766634e+04,5.707593e+00,-3.144397e-01,9.972397e-01,9.911426e-01,5.199028e+01,4.719820e-01,6.470144e-07,9.662878e+04,1.149724e+06,0
1.136373e-04,3.722654e+04,2.302958e-02,8.962366e+04,2.028099e-04,5.312886e+02,3.142044e+05,6.624337e+00,1.362513e+01,3.722592e+04,5.298531e+00,-2.775326e-01,9.938019e-01,1.000000e+00,4.903486e+01,3.863399e-01,7.780820e-07,9.980578e+04,1.031588e+06,0
1.341679e-04,3.753239e+04,1.859485e-02,1.049364e+05,2.574671e-04,5.725572e+02,3.588540e+05,6.589336e+00,1.341581e+01,3.753176e+04,5.567126e+00,-2.712730e-01,9.925712e-01,9.732562e-01,4.570013e+01,3.836769e-01,5.706338e-07,9.497626e+04,1.107462e+06,0
9.026093e-05,3.727713e+04,2.416971e-02,7.960868e+04,2.400456e-04,5.017368e+02,2.842643e+05,6.602718e+00,1.382444e+01,3.727651e+04,5.350798e+00,-2.576145e-01,9.916117e-01,1.000000e+00,3.863051e+01,6.960137e-01,1.494125e-06,1.294462e+05,9.295659e+05,0
7.951153e-05,3.748611e+04,3.369096e-02,9.648885e+04,2.631256e-04,5.487137e+02,3.338173e+05,6.600304e+00,1.412153e+01,3.748549e+04,5.555600e+00,-2.578378e-01,9.923420e-01,9.806375e-01,4.629726e+01,5.486780e-01,7.351090e-07,1.118622e+05,1.012889e+06,0
1.035192e-04,3.792873e+04,9.238869e-02,8.351556e+04,4.105049e-04,5.054763e+02,2.944647e+05,6.651392e+00,1.391989e+01,3.792810e+04,5.602454e+00,-3.389797e-01,9.983016e-01,9.949878e-01,4.947772e+01,5.687409e-01,7.725683e-07,9.640841e+04,1.337595e+06,0
1.164279e-04,3.730706e+04,2.598736e-02,9.135132e+04,1.836252e-04,5.358041e+02,3.193414e+05,6.546298e+00,1.358745e+01,3.730643e+04,5.320591e+00,-2.654100e-01,9.921747e-01,1.000000e+00,4.444162e+01,4.515194e-01,7.302815e-07,1.076496e+05,1.024991e+06,0
1.144411e-04,3.759724e+04,4.490687e-02,9.780157e+04,4.360060e-04,5.514262e+02,3.378154e+05,6.571878e+00,1.396486e+01,3.759662e+04,5.549019e+00,-2.814000e-01,9.948401e-01,9.829316e-01,4.362086e+01,4.814280e-01,5.786557e-07,1.104306e+05,1.084469e+06,0
9.252191e-05,3.743502e+04,5.282255e-02,8.297493e+04,2.195927e-04,5.089195e+02,2.938974e+05,6.627589e+00,1.379717e+01,3.743439e+04,5.478336e+00,-3.345035e-01,9.980420e-01,9.917418e-01,5.610559e+01,4.480938e-01,8.529287e-07,7.664358e+04,1.111380e+06,0
9.789154e-05,3.728046e+04,2.891011e-02,8.148915e+04,1.832254e-04,5.072226e+02,2.901064e+05,6.605806e+00,1.375761e+01,3.727983e+04,5.324615e+00,-2.786576e-01,9.941812e-01,9.770642e-01,4.765998e+01,5.756273e-01,1.013178e-06,1.053033e+05,1.095527e+06,0
8.620379e-05,3.730903e+04,3.502731e-02,8.534282e+04,1.962876e-04,5.176901e+02,3.012299e+05,6.588124e+00,1.397513e+01,3.730840e+04,5.379354e+00,-2.749794e-01,9.941911e-01,1.000000e+00,4.775145e+01,5.183186e-01,9.644509e-07,1.051107e+05,1.053253e+06,0
1.029331e-04,3.746225e+04,4.184599e-02,9.473693e+04,2.872713e-04,5.435986e+02,3.290097e+05,6.573698e+00,1.367777e+01,3.746162e+04,5.577384e+00,-3.177314e-01,9.971529e-01,9.925014e-01,5.021017e+01,4.243656e-01,8.268621e-07,8.879969e+04,1.107674e+06,0
1.250302e-03,3.998560e+04,1.931062e-02,1.434158e+05,3.129831e-02,6.579840e+02,4.633095e+05,6.393516e+00,1.213791e+01,3.998497e+04,5.443605e+00,-3.255084e-01,9.955883e-01,1.000000e+00,4.085645e+01,1.877195e-01,4.433101e-07,1.045069e+05,1.523510e+06,0
1.033735e-04,3.810147e+04,5.090908e-02,1.123188e+05,1.050682e-03,5.878400e+02,3.793101e+05,6.625464e+00,1.397907e+01,3.810084e+04,5.746200e+00,-2.835567e-01,9.950740e-01,9.848501e-01,4.500120e+01,5.501505e-01,6.006987e-07,1.137162e+05,1.090883e+06,0
1.346286e-04,3.819412e+04,2.117535e-02,1.195702e+05,1.519549e-03,6.077694e+02,4.002184e+05,6.569449e+00,1.339812e+01,3.819349e+04,5.797173e+00,-2.794486e-01,9.935562e-01,1.000000e+00,3.900575e+01,3.193611e-01,5.248653e-07,1.085133e+05,1.198507e+06,0
1.181500e-04,3.753986e+04,5.529500e-02,8.015709e+04,2.498314e-04,5.003900e+02,2.857481e+05,6.584272e+00,1.379542e+01,3.753924e+04,5.497372e+00,-3.088642e-01,9.967648e-01,9.917847e-01,4.233859e+01,3.844109e-01,1.286570e-06,1.003499e+05,1.141258e+06,0
8.812462e-05,3.715493e+04,1.638961e-02,7.828153e+04,1.698786e-04,4.996949e+02,2.814934e+05,6.611498e+00,1.383806e+01,3.715431e+04,5.206867e+00,-2.104736e-01,9.805735e-01,9.393622e-01,3.931416e+01,6.525198e-01,1.699223e-06,1.278863e+05,9.185956e+05,0
8.321853e-05,3.759698e+04,6.154120e-02,8.303742e+04,3.109089e-04,5.079558e+02,2.938341e+05,6.640716e+00,1.407555e+01,3.759636e+04,5.564054e+00,-3.179315e-01,9.975541e-01,9.908307e-01,5.254691e+01,4.878240e-01,8.387956e-07,8.886189e+04,1.099312e+06,0
7.556748e-05,3.794257e+04,7.601275e-02,1.009754e+05,9.966083e-04,5.562953e+02,3.460447e+05,6.653814e+00,1.428212e+01,3.794195e+04,5.764778e+00,-3.178049e-01,9.977393e-01,9.913438e-01,5.018248e+01,6.054270e-01,6.226094e-07,1.046556e+05,1.245211e+06,0
9.474072e-05,3.731138e+04,3.319590e-02,8.436546e+04,2.436556e-04,5.153455e+02,2.987154e+05,6.571676e+00,1.390475e+01,3.731076e+04,5.358487e+00,-2.649655e-01,9.928373e-01,9.748641e-01,4.027629e+01,4.103895e-01,1.137302e-06,1.130014e+05,9.488615e+05,0
1.019578e-04,3.764758e+04,3.705443e-02,1.037957e+05,3.272787e-04,5.679331e+02,3.552829e+05,6.591071e+00,1.373434e+01,3.764696e+04,5.668777e+00,-3.081950e-01,9.966511e-01,9.877038e-01,5.050482e+01,4.387099e-01,5.584991e-07,9.830653e+04,1.206928e+06,0
1.031793e-04,3.744617e+04,4.305178e-02,9.068935e+04,2.696609e-04,5.320919e+02,3.169158e+05,6.587577e+00,1.375782e+01,3.744554e+04,5.458113e+00,-3.100373e-01,9.967947e-01,9.884958e-01,4.750738e+01,5.271975e-01,7.174983e-07,1.029347e+05,1.123461e+06,0
9.906076e-05,3.784068e+04,6.804266e-02,9.996841e+04,5.439831e-04,5.545451e+02,3.433149e+05,6.663756e+00,1.388588e+01,3.784006e+04,5.674976e+00,-3.304404e-01,9.979547e-01,9.940672e-01,5.447142e+01,4.763231e-01,6.068975e-07,8.760879e+04,1.232053e+06,0
1.280244e-04,3.761429e+04,4.813333e-02,7.380156e+04,2.830880e-04,4.812225e+02,2.666307e+05,6.520733e+00,1.383422e+01,3.761366e+04,5.503096e+00,-2.770528e-01,9.941598e-01,9.902497e-01,3.277700e+01,3.507221e-01,1.691327e-06,1.165134e+05,1.029643e+06,0
8.227184e-05,3.760029e+04,5.102044e-02,9.525302e+04,2.867856e-04,5.434984e+02,3.297165e+05,6.650226e+00,1.415329e+01,3.759966e+04,5.603831e+00,-3.013739e-01,9.967089e-01,9.881528e-01,4.964806e+01,4.246454e-01,6.791355e-07,1.009410e+05,1.081721e+06,0
1.585672e-04,3.811442e+04,2.116491e-02,1.185515e+05,6.716454e-04,6.056411e+02,3.977082e+05,6.520762e+00,1.347183e+01,3.811379e+04,5.653852e+00,-2.571893e-01,9.905950e-01,1.000000e+00,4.020449e+01,3.479344e-01,4.955264e-07,1.204508e+05,1.246457e+06,0
1.082964e-04,3.828131e+04,3.915841e-02,1.189402e+05,6.034232e-03,6.050838e+02,3.986188e+05,6.565907e+00,1.398004e+01,3.828068e+04,5.855430e+00,-2.802168e-01,9.947473e-01,9.819826e-01,3.738161e+01,5.043589e-01,5.583629e-07,1.328308e+05,1.140755e+06,0
6.413016e-04,3.731951e+04,1.366409e-02,1.000320e+05,1.809746e-04,5.605837e+02,3.451631e+05,6.441167e+00,1.159912e+01,3.731889e+04,5.257458e+00,-4.425203e-01,9.993219e-01,9.948876e-01,6.526010e+01,5.998770e-02,3.574856e-07,2.672630e+04,2.069467e+06,0
5.624194e-04,3.753684e+04,4.932433e-02,9.494495e+04,2.261955e-04,5.432740e+02,3.293970e+05,6.537212e+00,1.174525e+01,3.753622e+04,5.490965e+00,-5.623498e-01,9.999502e-01,9.994477e-01,1.972405e+02,1.092022e-01,1.549214e-07,1.369186e+04,3.781922e+06,0
1.148348e-03,3.706636e+04,1.248893e-02,8.097637e+04,1.466175e-04,5.079450e+02,2.895436e+05,6.399970e+00,1.056892e+01,3.706574e+04,4.884977e+00,-5.634584e-01,9.998794e-01,9.985715e-01,1.513383e+02,5.009029e-02,2.606654e-07,8.721541e+03,2.285108e+06,0
9.248340e-04,3.721217e+04,2.785622e-02,8.355101e+04,1.674762e-04,5.136589e+02,2.965549e+05,6.492156e+00,1.089646e+01,3.721154e+04,5.229486e+00,-6.098478e-01,9.999683e-01,9.994604e-01,1.975852e+02,8.144478e-02,1.920566e-07,1.011317e+04,3.199993e+06,0
5.376159e-04,3.752427e+04,5.307245e-02,7.793240e+04,2.609852e-04,4.937208e+02,2.790094e+05,6.552502e+00,1.195170e+01,3.752365e+04,5.546213e+00,-5.403092e-01,9.999308e-01,9.980889e-01,1.590179e+02,1.555490e-01,2.645320e-07,1.666014e+04,2.554737e+06,0
6.207924e-04,3.752358e+04,3.075570e-02,1.013721e+05,2.200271e-04,5.622128e+02,3.483437e+05,6.571704e+00,1.156638e+01,3.752296e+04,5.477647e+00,-5.285577e-01,9.998802e-01,9.985367e-01,1.205195e+02,6.053414e-02,1.804127e-07,2.258669e+04,3.516808e+06,0
1.750803e-03,3.702045e+04,1.559021e-03,9.021706e+04,1.398513e-04,5.354787e+02,3.175308e+05,5.901629e+00,9.959787e+00,3.701982e+04,4.632997e+00,-4.610258e-01,9.987425e-01,9.908518e-01,9.376783e+01,2.307897e-02,3.232262e-07,1.361381e+04,2.054403e+06,0
1.069951e-03,3.718391e+04,1.128328e-02,9.497733e+04,1.593425e-04,5.474867e+02,3.306982e+05,6.372794e+00,1.073399e+01,3.718329e+04,5.060887e+00,-5.279539e-01,9.997768e-01,9.979176e-01,1.162484e+02,4.133100e-02,2.175813e-07,1.552036e+04,3.587109e+06,0
6.489501e-04,3.724704e+04,2.974694e-02,8.143784e+04,1.692737e-04,5.071821e+02,2.901868e+05,6.514864e+00,1.126961e+01,3.724642e+04,5.227801e+00,-5.612248e-01,9.999246e-01,9.992966e-01,1.595686e+02,9.281861e-02,3.195671e-07,7.685051e+03,1.826645e+06,0
6.350473e-04,3.743303e+04,3.779419e-02,9.521172e+04,1.995874e-04,5.451361e+02,3.303777e+05,6.488355e+00,1.136127e+01,3.743240e+04,5.370944e+00,-5.640021e-01,9.999349e-01,9.994607e-01,1.964326e+02,1.027480e-01,1.945806e-07,1.133521e+04,2.949232e+06,0
4.961172e-04,3.725322e+04,3.185337e-02,8.474007e+04,1.691711e-04,5.166075e+02,2.998791e+05,6.524249e+00,1.160897e+01,3.725259e+04,5.187218e+00,-5.391160e-01,9.999061e-01,9.990759e-01,1.657217e+02,9.015769e-02,2.059394e-07,1.438118e+04,2.945391e+06,0
1.025010e-03,3.718130e+04,1.329024e-02,9.398715e+04,1.603996e-04,5.446037e+02,3.277097e+05,6.416595e+00,1.080274e+01,3.718068e+04,5.069213e+00,-5.356006e-01,9.998174e-01,9.981394e-01,1.243774e+02,2.687494e-02,1.797852e-07,1.662924e+04,3.269185e+06,0
1.052037e-03,3.727141e+04,9.662289e-03,9.899457e+04,1.709440e-04,5.582535e+02,3.422775e+05,6.425431e+00,1.044991e+01,3.727079e+04,5.195491e+00,-5.553746e-01,9.998396e-01,9.986231e-01,1.706729e+02,5.681395e-02,2.149360e-07,7.524890e+03,2.194071e+06,0
1.593765e-03,3.710732e+04,5.085617e-03,9.383491e+04,1.497753e-04,5.449848e+02,3.276637e+05,6.194632e+00,1.009304e+01,3.710670e+04,4.949702e+00,-5.441736e-01,9.997523e-01,9.967790e-01,1.194509e+02,3.539516e-02,2.847403e-07,9.378365e+03,1.644618e+06,0
1.999374e-03,3.698986e+04,4.934723e-03,8.283659e+04,1.373083e-04,5.141844e+02,2.955207e+05,6.083860e+00,9.850681e+00,3.698924e+04,4.456806e+00,-5.455161e-01,9.997037e-01,9.975957e-01,8.769462e+01,3.440242e-02,4.685481e-07,5.862588e+03,1.315887e+06,0
1.271586e-03,3.707444e+04,1.282537e-02,8.471204e+04,1.469508e-04,5.185975e+02,3.003987e+05,6.376853e+00,1.047234e+01,3.707382e+04,4.822420e+00,-5.624927e-01,9.998666e-01,9.988968e-01,1.419266e+02,4.991815e-02,2.407223e-07,9.910552e+03,3.045942e+06,0
9.743478e-04,3.709209e+04,1.383305e-02,8.664992e+04,1.487022e-04,5.241922e+02,3.062082e+05,6.413319e+00,1.084365e+01,3.709147e+04,4.952042e+00,-5.360594e-01,9.998284e-01,9.981403e-01,1.036217e+02,5.454730e-02,3.154938e-07,1.241562e+04,1.992001e+06,0
1.192021e-03,3.703964e+04,8.746884e-03,8.542429e+04,1.418515e-04,5.211526e+02,3.027005e+05,6.352683e+00,1.047681e+01,3.703902e+04,4.755210e+00,-5.390428e-01,9.997846e-01,9.977467e-01,1.115104e+02,4.717427e-02,3.440145e-07,8.519124e+03,1.819995e+06,0
1.524350e-03,3.702359e+04,6.852688e-03,8.545106e+04,1.398148e-04,5.215254e+02,3.030038e+05,6.277590e+00,1.012710e+01,3.702297e+04,4.664637e+00,-5.682072e-01,9.998495e-01,9.980336e-01,1.220802e+02,3.312459e-02,3.148009e-07,7.766944e+03,1.753069e+06,0
1.100977e-03,3.712100e+04,1.819748e-02,8.325569e+04,1.530112e-04,5.138514e+02,2.959458e+05,6.451074e+00,1.075244e+01,3.712037e+04,5.035102e+00,-5.825280e-01,9.999359e-01,9.987874e-01,1.638135e+02,6.463186e-02,2.310858e-07,1.202120e+04,2.345715e+06,0
5.302138e-04,3.740820e+04,2.631254e-02,9.883477e+04,1.929066e-04,5.561442e+02,3.413073e+05,6.505274e+00,1.170146e+01,3.740758e+04,5.296016e+00,-4.854207e-01,9.997241e-01,9.981196e-01,1.014798e+02,9.335009e-02,2.475911e-07,1.941602e+04,2.825422e+06,0
7.150705e-04,3.726052e+04,3.205504e-02,8.591683e+04,1.701613e-04,5.200183e+02,3.034849e+05,6.431761e+00,1.141787e+01,3.725989e+04,5.162917e+00,-5.260180e-01,9.998566e-01,9.989435e-01,1.586720e+02,1.000607e-01,2.377866e-07,1.140854e+04,2.568173e+06,0
1.157398e-03,3.755859e+04,1.441971e-02,1.072112e+05,2.215929e-04,5.788427e+02,3.659210e+05,6.337474e+00,1.075748e+01,3.755796e+04,5.315480e+00,-5.402117e-01,9.998317e-01,9.983113e-01,1.294679e+02,3.699746e-02,1.479577e-07,2.021389e+04,4.027491e+06,0
6.900164e-04,3.743025e+04,4.456117e-02,9.107117e+04,1.977096e-04,5.331937e+02,3.182990e+05,6.472008e+00,1.150116e+01,3.742962e+04,5.344584e+00,-5.590914e-01,9.999388e-01,9.993268e-01,1.441636e+02,1.248508e-01,2.002674e-07,1.949903e+04,3.329992e+06,0
6.989961e-04,3.724087e+04,3.079134e-02,8.448786e+04,1.698005e-04,5.160123e+02,2.993099e+05,6.392344e+00,1.160519e+01,3.724024e+04,5.176793e+00,-4.924455e-01,9.997505e-01,9.986351e-01,1.211688e+02,1.231295e-01,3.118282e-07,1.634591e+04,1.887493e+06,0
9.117787e-04,3.753419e+04,5.332805e-02,7.631308e+04,2.118525e-04,4.886544e+02,2.743108e+05,6.339595e+00,1.116481e+01,3.753356e+04,5.117022e+00,-5.497242e-01,9.998997e-01,9.996888e-01,1.426716e+02,1.344066e-01,4.358901e-07,1.638992e+04,3.343904e+06,0
1.508041e-03,3.772119e+04,6.900054e-03,1.126520e+05,2.543036e-04,5.928717e+02,3.816526e+05,6.246717e+00,1.021142e+01,3.772057e+04,5.280633e+00,-5.467789e-01,9.997906e-01,9.974199e-01,1.573790e+02,4.841585e-02,1.603305e-07,1.554026e+04,3.021652e+06,0
5.503992e-04,3.837803e+04,9.267689e-02,1.075918e+05,8.936351e-03,5.705502e+02,3.637231e+05,6.645996e+00,1.199648e+01,3.837740e+04,5.884252e+00,-5.912490e-01,9.999817e-01,9.996353e-01,1.926777e+02,1.881587e-01,1.502573e-07,2.282942e+04,4.055879e+06,0
4.557377e-04,3.769622e+04,6.998917e-02,9.117205e+04,2.542159e-04,5.303133e+02,3.176086e+05,6.590451e+00,1.216050e+01,3.769560e+04,5.429034e+00,-5.173984e-01,9.999012e-01,9.993516e-01,1.252894e+02,2.193840e-01,2.537884e-07,2.431193e+04,2.647834e+06,0
5.888762e-04,3.735396e+04,3.884123e-02,7.824900e+04,1.974582e-04,4.965421e+02,2.806525e+05,6.317168e+00,1.163957e+01,3.735334e+04,5.347388e+00,-4.820618e-01,9.996930e-01,9.990534e-01,1.089906e+02,1.496299e-01,4.379978e-07,1.153615e+04,1.471028e+06,0
6.740972e-04,3.755512e+04,3.328065e-02,1.020499e+05,2.413931e-04,5.637191e+02,3.502815e+05,6.529959e+00,1.168361e+01,3.755450e+04,5.543555e+00,-5.337750e-01,9.999094e-01,9.983373e-01,1.125171e+02,1.098468e-01,2.150505e-07,2.796488e+04,2.656928e+06,0
1.236640e-03,3.721215e+04,1.413792e-02,9.509439e+04,1.632246e-04,5.475302e+02,3.310278e+05,6.338806e+00,1.063923e+01,3.721152e+04,5.116060e+00,-5.507544e-01,9.998572e-01,9.983130e-01,1.562908e+02,7.428289e-02,1.913553e-07,1.486240e+04,2.931694e+06,0
5.082272e-04,3.764095e+04,4.225841e-02,1.024038e+05,2.569305e-04,5.638546e+02,3.513314e+05,6.461452e+00,1.166604e+01,3.764032e+04,5.513016e+00,-5.301793e-01,9.998896e-01,9.990019e-01,1.767012e+02,1.085689e-01,1.924358e-07,1.483472e+04,2.969700e+06,0
9.235499e-04,3.752441e+04,1.984462e-02,1.047193e+05,2.168683e-04,5.719174e+02,3.584142e+05,6.423831e+00,1.090019e+01,3.752379e+04,5.305150e+00,-5.352251e-01,9.998286e-01,9.990550e-01,1.919028e+02,8.523992e-02,1.455205e-07,1.381142e+04,3.737907e+06,0
9.920774e-04,3.792027e+04,1.128082e-02,1.163721e+05,3.113307e-04,6.013616e+02,3.919054e+05,6.369447e+00,1.081798e+01,3.791965e+04,5.353129e+00,-5.122018e-01,9.997098e-01,9.959763e-01,1.297368e+02,3.869442e-02,1.658522e-07,1.507245e+04,3.227217e+06,0
9.466262e-04,3.736411e+04,6.473506e-03,1.033137e+05,1.880162e-04,5.697506e+02,3.549886e+05,6.277964e+00,1.054571e+01,3.736349e+04,5.212957e+00,-4.913189e-01,9.994812e-01,1.000000e+00,1.196254e+02,5.351118e-02,2.703408e-07,1.029045e+04,1.532779e+06,0
5.402801e-04,3.751242e+04,2.298184e-02,1.036753e+05,2.259469e-04,5.689787e+02,3.552014e+05,6.572979e+00,1.148352e+01,3.751180e+04,5.501985e+00,-5.299109e-01,9.998747e-01,9.985139e-01,1.907232e+02,9.282652e-02,1.835720e-07,1.492356e+04,3.053438e+06,0
2.991652e-04,3.742707e+04,4.778343e-02,8.241923e+04,1.976244e-04,5.079203e+02,2.925070e+05,6.586696e+00,1.219472e+01,3.742644e+04,5.388102e+00,-5.017916e-01,9.998585e-01,9.988184e-01,1.621170e+02,1.536443e-01,4.118373e-07,1.589523e+04,2.422673e+06,0
1.217804e-03,3.747614e+04,2.872547e-02,1.008802e+05,2.026239e-04,5.611905e+02,3.473548e+05,6.260096e+00,1.105480e+01,3.747551e+04,5.167431e+00,-5.229305e-01,9.998088e-01,9.982482e-01,1.159383e+02,8.096288e-02,2.090699e-07,1.927349e+04,2.881823e+06,0
9.630582e-04,3.710817e+04,1.629980e-02,8.033401e+04,1.496184e-04,5.055066e+02,2.873413e+05,6.492395e+00,1.065595e+01,3.710755e+04,4.940228e+00,-5.634575e-01,9.998868e-01,9.991647e-01,1.905271e+02,7.640186e-02,2.968342e-07,7.737187e+03,2.008522e+06,0
